window	Bract.rpkm	Corolla.rpkm	Ligule.rpkm	Ovary.rpkm	Pollen.rpkm	Seeds.rpkm	Stamen.rpkm	Stem.rpkm	Pistil.rpkm
window_7862	1.47	2.62	2.81	1.05	0.05	0.56	1.34	5.37	1.69
window_7867	12.24	4.88	22.27	5.94	0.71	15.38	8.49	19.9	6.28
window_7933	2.27	0.9	0.99	1.99	0.01	1.91	0.75	2.1	1.33
window_7967	9.76	4.01	10.48	5.34	0.04	3.62	0.72	9.35	3.88
window_7970	1.63	2.99	0.7	0.3	0.1	0.91	1.25	2.01	1.22
window_7975	12.77	2.01	9.32	2.6	0.19	6.59	1.71	9.92	4.44
window_7980	1.91	3.67	5.78	3.39	0.1	4.25	1.54	3.79	7.67
window_7981	1.91	3.67	5.78	3.39	0.1	4.25	1.54	3.79	7.67
window_8114	7.28	1.81	4.33	3.04	0.18	6.25	2.75	6.86	2
window_8142	105.47	35.92	68.84	74.5	3.1	81.51	25.13	89.73	42.29
window_8507	0.67	6.64	20.48	0.33	0	0	0.31	0.47	4.47
window_8527	0.01	0	0	0	0	0	0.025	0.015	0
window_8627	46.69	14.72	8.65	2.52	0.01	3.02	4.1	13.12	3.97
window_8628	46.69	14.72	8.65	2.52	0.01	3.02	4.1	13.12	3.97
window_8629	7.48	4.33	4.6	1.27	0.02	0.23	0.06	7.43	2.3
window_8698	12.08	3.98	8.32	7.46	0.02	15.77	4.45	14.59	5.82
window_8798	1.49	0.61	1.18	0.45	0.1	0.42	0.18	2.34	0.73
window_8799	1.49	0.61	1.18	0.45	0.1	0.42	0.18	2.34	0.73
window_8800	1.49	0.61	1.18	0.45	0.1	0.42	0.18	2.34	0.73
window_8850	0.35	5.18	17.11	0.7	0	0.19	0.07	0.57	0.08
window_8852	0.35	5.18	17.11	0.7	0	0.19	0.07	0.57	0.08
window_8867	0.54	0.93	0.12	1.82	0.03	2.48	24.09	0.43	0.38
window_8919	8.15	22.3	64.01	5.33	0.05	5.34	0.54	9.46	14.04
window_8980	5.97	0.96	1.16	0.09	0	0.01	0.16	5.26	0.11
window_9010	0.22	0	0.21	0.34	0	0.39	0.24	0.5	0.5
window_9022	0.94	1.43	1.77	0.5	0.03	1.42	0.6	1.5	1.02
window_9032	5.15	0	0.08	0	0	0.68	0.06	0.34	0.93
window_9033	5.15	0	0.08	0	0	0.68	0.06	0.34	0.93
window_9034	5.15	0	0.08	0	0	0.68	0.06	0.34	0.93
window_9035	5.15	0	0.08	0	0	0.68	0.06	0.34	0.93
window_9036	5.15	0	0.08	0	0	0.68	0.06	0.34	0.93
window_9111	3.01	1.55	5.26	4.2	0.18	3.86	3.14	8.56	3.77
window_9112	3.01	1.55	5.26	4.2	0.18	3.86	3.14	8.56	3.77
window_9115	116.92	58.3	84.81	82.59	35.66	23.77	30.05	66.84	87.54
window_9151	0.74	0.47	5.53	0.35	0	0.03	0.4	6.99	1.78
window_9417	27.36	1.02	1.81	0.16	0	0.05	1.22	0.78	11.81
window_9454	1.34	0.17	0.13	0	0	0.01	0.43	0.07	0.1
window_9488	8.99	0.57	1.45	2.25	0.01	0.91	2.47	53.6	5.49
window_9702	9.34	8.9	16.52	7.15	0.11	6.71	8.47	7.99	8.06
window_9703	9.34	8.9	16.52	7.15	0.11	6.71	8.47	7.99	8.06
window_9704	9.34	8.9	16.52	7.15	0.11	6.71	8.47	7.99	8.06
window_9705	0.32	0.45	2.5	4.83	0	29.36	0.43	1.69	0.25
window_9786	1.75	5.17	11.69	2.38	0.14	5.46	0.38	0.5	1.02
window_9787	1.75	5.17	11.69	2.38	0.14	5.46	0.38	0.5	1.02
window_9835	107.54	367.68	100.16	356.34	0.62	130.6	252.28	118.52	202.84
window_9925	24.93	13.18	23.74	8.88	0.07	44.48	3.78	75.49	9.68
window_9931	0.05	0	0	0	0.53	0	2.55	0	0.06
window_9973	0.29	0.04	0.28	0.05	0.12	0.11	0.62	0.55	0.06
window_9983	11.46	4.52	28.68	5.17	0.03	0.73	1.46	16.4	2.49
window_10022	608.68	933.07	276.88	58.93	1.2	6.62	9.47	143.39	244.83
window_10035	8.77	1.91	8.49	2.21	0.02	3.54	1.51	10.51	5.17
window_10057	20.88	6.8	6.1	1.47	0.01	2.83	0.69	8.6	1.84
window_10066	3.26	21.23	4.4	16.87	0.03	3.03	1.1	1.61	6.09
window_10101	4.71	0.91	6.75	1.33	0.21	12.19	2.09	10.03	3.87
window_10120	0.01	0.15	0.16	0.17	0	0.04	0.46	4.29	0.01
window_10280	14.48	28.74	13.83	29.6	0.01	4.69	4.72	80.2	18.29
window_10303	4.73	4.14	2.73	2.71	0.18	1.36	243.53	9.64	9.71
window_10304	16.03	8.22	11.77	8.79	0.69	11.46	8.46	12.28	15.84
window_10327	6.47	2.66	11.73	1.05	0.01	1	0.86	8.92	1.99
window_10330	6.93	22.67	16.49	17.76	0.075	9.82	13.885	4.915	15.305
window_10333	10.85	0.95	0.69	125.04	0.05	1103.78	4.05	3.23	0.54
window_10334	0.89	1.01	2.83	0.1	0.03	0.26	0.24	1.76	0.62
window_10355	1.375	0.7	1.3	0.77	0.065	1.01	2.28	1.295	0.97
window_10361	0	0	0	0	0	0	0	0	0
window_10370	0.72	0	0.01	0	0	0	0	0.02	0
window_10372	0.34	0	0.2	0	0	0.09	0.65	0.06	0.9
window_10374	6.85	1.37	1.98	0.48	0.01	1.17	0.29	2.1	2.98
window_10449	62.26	2.05	5.46	3.44	0.05	5.3	1.31	8.8	3.09
window_10451	1.87	3.54	8.71	1.4	0.03	0.86	0.88	3.06	2.31
window_10538	0.33	0.12	0.25	0	0	0.09	0	0.37	0.09
window_10545	37.98	14.97	48.61	21.46	0.34	57.71	12.1	33.46	28.74
window_10566	2.44	2.39	3.88	0.87	0.04	1.22	1.53	6.24	2.6
window_10593	1.05	0.21	0.9	0.38	0.01	0.65	0.13	1.44	0.22
window_10601	0	0	0	0	1.98	0	6.41	0	0.3
window_10603	42.09	4.69	34.64	8.68	2.78	7.99	75.22	80.16	11.94
window_10616	114.32	79.65	155.69	112.55	0.38	117.4	62.59	114.72	174.98
window_10621	0.01	0.86	5.06	5.46	0.01	8.72	0.29	0.53	0.11
window_10631	0.45	1.33	9.16	2.21	0.02	1.2	1.23	2.18	2.12
window_10633	0	0	0	0	4.21	0	0.56	0	0
window_10653	3.82	1.31	3.05	2.95	0	2.41	0.44	1.69	3.35
window_10654	56.89	11.13	30.61	11.07	0.3	16.9	5.91	45.54	11.21
window_10661	8.67	2.3	9.89	2.67	0.11	9.47	3.09	9.13	5.5
window_10767	2.8	1.43	1.44	6.1	0	3.4	1.93	3.95	1.76
window_10768	0.13	0.85	1.63	0.48	0.03	0.58	0.4	2.56	0.97
window_10770	3.34	2.14	8.18	1.72	0.03	2.81	0.52	4.71	1.75
window_10772	26.95	19.54	22.36	12.57	0.34	27.75	9.12	64.95	11.77
window_10775	1.1	1.2	1.9	3.07	0.01	0.83	0.32	1.63	2.52
window_10782	0.83	1.07	3.8	0.72	0	0.38	0.47	1.74	0.66
window_10812	2.42	1.07	4.23	1.2	0.08	1.09	0.19	5.57	0.89
window_10823	69.63	9.38	72.55	2.54	0.08	0.73	1.96	45.1	7.57
window_10829	1.41	1.83	1.89	0.2	0.08	0.33	0.15	1	0.96
window_10830	32.83	7.38	23.38	11.51	0.1	19.29	4.79	37.85	17.86
window_10832	2.83	1.68	11.82	2.23	0.02	2.25	2.62	7.39	2.04
window_10833	2.83	1.68	11.82	2.23	0.02	2.25	2.62	7.39	2.04
window_10898	0.86	0.17	1.78	0.12	0	1.35	0.4	8.41	1.37
window_10899	0.08	0.28	2.03	4.04	0	10.31	2.3	0.65	0.67
window_10954	7.2	2.51	7.09	4.31	0.18	7.93	3.98	7.97	5.14
window_10955	7.51	5.43	5.88	4.18	0.33	2.97	1.62	7.58	4.31
window_10967	8.68	11.51	25.72	19.27	0.08	12.08	6.8	10.23	45.08
window_10988	20.4	15.28	13.46	8.75	0.21	3.77	5.17	13.82	7.91
window_11082	3.37	0.08	0.93	0	0.03	0	0	0.37	0
window_11141	2.46	1.01	1.05	0.11	0	0.14	0.09	0.11	0
window_11142	2.46	1.01	1.05	0.11	0	0.14	0.09	0.11	0
window_11150	27.41	71.55	28.34	10.49	0.16	38.56	3.88	17.05	62.02
window_11207	0.03	0	1.21	2.17	0	1.06	5.59	8.14	3.76
window_11272	61.14	62.97	79.36	24.13	0.06	4.42	3.93	38	17.69
window_11294	1.77	0.69	2.13	0.63	0.01	0.95	0.23	3.26	0.5
window_11299	11.99	5.47	4.76	2.34	0.2	4.48	7.45	14.39	4.51
window_11301	0.02	0.06	3.99	0	0	0.78	0.14	5.13	0.39
window_11308	0	0	0	0	4.63	0	12.01	0.02	0.28
window_11312	5.82	9.7	9.32	5.33	6.81	6.02	14.37	10.42	7.31
window_11313	5.82	9.7	9.32	5.33	6.81	6.02	14.37	10.42	7.31
window_11341	16.85	10.42	11.25	3.52	0.2	5.58	3.68	17.43	9.33
window_11342	16.85	10.42	11.25	3.52	0.2	5.58	3.68	17.43	9.33
window_11343	16.85	10.42	11.25	3.52	0.2	5.58	3.68	17.43	9.33
window_11370	49.01	33.61	44.79	43.74	0.24	75.78	15.34	37.47	53.67
window_11458	18	3.51	13.44	3.23	0.78	9.74	8.49	41.9	14.01
window_11479	2.87	0.68	1.12	0.37	0.01	0.74	47.67	2.54	0.37
window_11531	0.23	0.29	9.52	0.71	0.28	0.53	0.15	0.26	2.44
window_11532	0.23	0.29	9.52	0.71	0.28	0.53	0.15	0.26	2.44
window_11534	0.23	0.29	9.52	0.71	0.28	0.53	0.15	0.26	2.44
window_11557	1.23	1.52	2.65	0.24	0.06	0.24	0.7	4.24	0.91
window_11608	8.12	3.68	8.33	5.5	1.15	6.51	3.88	8.93	12.07
window_11622	1.92	0	0	0	0.01	0.02	0.19	2.24	0
window_11717	0.66	1.22	2.56	0.56	0.17	1.25	0.95	3.29	0.87
window_11725	0	0	0	0	0	0.01	0.02	0.04	0
window_11760	3.51	0.93	2.29	0.65	0.04	5.47	0.99	6.12	2.11
window_11842	0.13	0	0.03	0	0	0	0.07	2.33	0
window_11853	8.34	1.61	12.77	3.85	0.07	2.14	1.27	19.64	2.23
window_11858	5.88	0.76	3.61	0.98	0.02	11.4	0.85	17.13	0.86
window_11872	4.75	2.91	5.41	3.8	0	1.74	0.21	4.15	4.47
window_11891	4.3	3.91	4.96	3.96	0.02	6.82	1.59	5.88	3.45
window_11892	20.79	38.2	71.96	30.31	0.2	15.2	13.2	57.99	53.51
window_11937	27.44	7.96	35.02	5.68	0.11	27.7	5.89	52.19	11
window_11979	22.43	11.34	55.59	6.83	0.04	4.3	3.97	14.57	5.12
window_12021	1.78	1.13	3.11	0.82	0	1.43	0.27	1.55	0.13
window_12072	523.84	105.5	199.56	218.6	10.96	127.95	171.38	540.58	332.32
window_12098	26.22	46.22	42.43	64.24	0.22	43.31	25.77	39.74	34.79
window_12108	0.51	0.68	0.61	0.27	0.01	0.61	0.11	2.42	0.21
window_12118	8.79	0.8	0.49	0.54	0	0.99	0.73	4.5	0.98
window_12122	6.42	1.06	4.68	0.89	0.05	1.51	2.04	8.01	1.76
window_12125	3.99	0.8	3.81	0.24	0.03	0.56	0.16	1.23	1.02
window_12243	27.8	21.6	13.06	42.54	0.01	6.28	11.15	11.12	12.23
window_12301	0.04	0.02	0.2	0	0	0.05	0.59	0.01	2.17
window_12324	18.29	42.16	30.91	55.47	0.39	97.27	32.2	47.07	31.93
window_12367	0	0	0.02	0	0	0.48	0.06	0	0
window_12376	0	0	0.01	0	0	0	0	0.01	0
window_12414	0	0	1.42	0	0	0	0.08	0	0.31
window_12431	0.04	0.22	0.21	0.2	0.23	0.06	0.04	0.56	0.5
window_12434	0.93	1.69	1.06	0.92	0.03	0.63	0.18	0.91	1.64
window_12470	0.86	1.71	4.78	0.13	0.01	0.07	1.02	0.08	1.14
window_12557	85.83	2.25	0.89	0	0.03	1.54	0.52	14.7	1.21
window_12594	0.76	0.44	1.5	0.41	15.05	0.94	0.73	2.54	0.56
window_12597	0.15	0	0	0	0	0	0	0.07	0
window_12598	3.24	0.71	2.15	0.9	0.1	1.56	0.6	5.48	2.31
window_12610	70.89	171.23	69.51	282.08	0.47	69.35	81.77	51.75	89.32
window_12725	0.03	0.36	0.1	0.8	46.27	0.08	44.81	0.17	1.51
window_12729	2.93	2.31	6.95	2.67	0.02	1.78	1.25	4.23	2.29
window_12751	0.13	0.1	4.06	0.25	0.03	0.78	0.07	1.1	0.95
window_12752	0.15	0.71	3.02	0.46	12.1	0.2	9.64	0.96	0.45
window_12753	0.15	0.71	3.02	0.46	12.1	0.2	9.64	0.96	0.45
window_12754	0.15	0.71	3.02	0.46	12.1	0.2	9.64	0.96	0.45
window_12760	0.43	0.05	0.23	0.43	0	10.31	0.17	0.92	0.06
window_12761	26.41	7.14	22.54	7.93	7.07	8.16	11.46	27.79	10.35
window_12799	35.01	12.18	33.75	18.58	0.25	23.18	7.82	32.61	32.55
window_12806	4.58	3.22	3.08	3.42	0.04	2.51	1.01	4.49	3.02
window_12823	6.25	12.98	21.05	3.81	0.08	1.48	6.27	24.62	7.95
window_12843	23.71	4.57	6.61	0.78	0.09	0.69	3.93	43.35	3.68
window_12894	17.13	6.35	17.85	4.06	0.06	5.08	3.9	18.91	6.67
window_12964	4.49	6.73	16.08	5.29	0.74	4.67	20.75	5.29	14.31
window_13030	33.59	13.21	25.9	15.49	0.07	25.95	7.72	34.83	21.13
window_13039	7.27	4.94	4.47	4.06	0.07	4.29	4.57	6.79	3.51
window_13063	8.73	7.53	7.04	2.12	0.08	2.68	1.8	15.19	5.3
window_13090	10.17	3.45	10.4	5.92	0.07	9.32	1.09	8.65	6.15
window_13119	13.39	7.94	16.63	3.44	0.06	5.38	1.53	7.9	8.42
window_13148	5.73	0.93	4.1	1.43	0.01	1.06	0.39	5	0.55
window_13155	0.09	0.52	3.34	1.47	0	1.97	0.15	0.26	1.88
window_13158	0.43	6.52	11.85	11.17	0.02	10.37	3.18	0.49	5.62
window_13222	7.86	8.41	14.9	3.72	0.14	10.55	8.51	9.73	10.92
window_13244	4.96	2.34	8.68	1.42	0.03	2.09	2.27	9.28	1.78
window_13245	4.93	4.56	8.94	2.95	0.02	1.42	1.61	12.97	1.02
window_13249	0.14	0.22	0.6	0.25	0.01	0.16	0	0.5	0.17
window_13250	2.63	4.56	4.03	2.88	0.08	6.33	2.87	4.39	3.41
window_13263	0.34	0.02	0.34	0.06	0.01	0.03	0.64	8.53	0.12
window_13295	2.19	2.62	3.18	3.54	2.38	2.03	2.98	3.62	2.39
window_13378	129.27	731.29	681.08	364.75	6.08	204.45	378.17	23.22	1202.74
window_13392	1.84	2.57	5.36	2.03	3.68	1.92	3.7	10.47	1.8
window_13394	8.79	2.87	5.03	2.89	1.28	3.23	5.83	7.77	3.12
window_13404	12.17	4.2	6.54	1.44	0.01	3.06	1.15	12.68	4.28
window_13479	0.01	0.35	0.97	0.59	0.02	0.22	0	0.11	0.62
window_13481	10.83	1.63	8.46	0.76	0	0.37	0.44	8.02	1.35
window_13482	165.14	13.08	25.21	21.08	3.28	46.85	8.04	55.73	31.83
window_13521	1.765	1.61	2.285	0.98	0.23	2.415	3.3	2.44	1.145
window_13542	5.25	0.36	4.69	4.55	1.03	5.52	11.7	5.81	1.76
window_13546	10.925	8.305	7.96	3.93	1.245	3.085	6.09	8.96	3.93
window_13547	13.36	4.51	7.75	2.58	1.39	5.67	2.86	12.84	3.29
window_13568	44.88	13.45	21.95	11.82	0.13	27.6	5.39	48.82	20.14
window_13574	1.22	0.07	0.09	0.18	0	1.85	0.61	4.76	1.18
window_13613	9.56	3.51	15.38	1.61	0.06	2.03	3.07	17.45	2.11
window_13615	49.03	29.67	38.4	59.11	0.17	21.72	13.7	44.49	51.75
window_13731	0	0.04	0	0	5.3	0	11.93	0	0.26
window_13732	0	0	1.46	0	0	0.15	0	0	0.01
window_13733	0	0	1.46	0	0	0.15	0	0	0.01
window_13754	7.32	0.41	1.1	1.74	0	1.42	0.41	4.15	1.9
window_13777	1.24	0.87	0.92	1.42	52.85	1.19	95.75	0.99	4.19
window_13780	14.66	2.59	20.7	3.57	3.47	17.73	3.5	11.42	5.14
window_13817	52.58	17.28	43.27	41.52	0.06	33.1	9.22	36.85	47.26
window_13818	74.3	20.62	45.34	6.69	0.32	4.47	3.12	31.59	18.42
window_13819	74.3	20.62	45.34	6.69	0.32	4.47	3.12	31.59	18.42
window_13903	9.76	3.96	11.71	1.21	0.07	2.31	1.3	14.16	1.86
window_13921	0.51	0.07	0.15	0	0.01	0.3	0.27	1.54	0.15
window_13924	14.62	5.98	10.41	4.81	0.07	10.29	3.07	15.09	8.42
window_13931	2.89	1	2.75	0	0.04	0	0	2.21	0.64
window_13990	1.22	0.34	0.04	0.25	0.87	0.39	4.89	2.43	0.65
window_14052	0.05	0.06	0.1	0	0	0	0	0.02	0.04
window_14053	0.05	0.06	0.1	0	0	0	0	0.02	0.04
window_14211	1.04	1.08	2.35	0.8	0.07	1.77	1.13	2.14	1.28
window_14213	0.5	0.09	0.33	0.2	0.03	0.61	0.16	0.77	0.21
window_14216	16.31	22.91	24.04	19.24	0.2	16.67	44.7	32.6	26.35
window_14233	0.06	0.42	0.42	0.57	0	0.45	0	2.04	0.38
window_14267	0.5	5.62	22.08	1.66	0	2.95	0.22	0.37	2.95
window_14302	2.92	1.33	2.91	1.33	0.03	12.18	0.72	4.57	0.9
window_14309	12.77	6.67	3.12	6.79	0	0.56	2.92	2.94	10.12
window_14347	2.82	0.57	0.22	0.28	0	0.09	0.08	0.25	7.96
window_14375	0.62	0.53	0.7	1.85	0.01	0.61	1.18	7.56	1.82
window_14471	39.06	83.24	28.43	51.44	0.31	22.45	556.69	47.94	138.35
window_14479	4.81	1.69	2.03	0.97	0.03	3.55	1.01	5.19	3.41
window_14490	5.79	0.42	0.88	0.16	0.24	5.26	0.94	1.22	0.13
window_14532	0.05	0.06	1.95	0.23	0.05	2.19	0.25	1.75	0.17
window_14543	0.035	0	0.02	0.085	0.005	6.365	0	0.095	0
window_14549	0.32	0.03	0.26	0.37	0.51	9.31	0.3	0.84	0.09
window_14554	189.9	255.66	141.92	750.82	0.15	42.58	229.61	84.42	298.08
window_14570	182.64	281.99	102.97	363.02	0.54	108.88	190.86	206.16	213.83
window_14571	12.16	2.75	8.47	3.98	0.36	6.84	3.2	16.34	4.71
window_14589	53.04	15.73	66.77	24.11	0.06	26.48	10.86	81.27	30.59
window_14590	0.04	0.04	4.6	0	0	0.36	0.37	0	0.01
window_14610	29.99	13.01	32.89	22.6	6.76	15.05	48.43	34.89	33.14
window_14611	0.05	0	0	0	0	0	0.55	11.67	0.04
window_14612	59.01	15.1	55.63	5.35	0.12	5.96	2.83	46.69	6.75
window_14646	9.03	0.97	16.78	3.98	0	4.7	1.24	21.38	5.41
window_14680	5.56	0.92	7.1	6.37	0	10.62	1.25	11.49	8.9
window_14728	26.46	19.06	37.89	16.1	0.08	19.4	3.95	47.67	34.84
window_14776	30.41	15.48	28.03	9.34	0.15	6.67	3.98	35.73	6.62
window_14815	5215.95	758.39	648.99	1811.95	5.14	1338.01	967.3	6989.01	2068.21
window_14822	21.24	19.87	37.38	14.93	4.21	15.9	12.41	49.63	11.28
window_14844	9.3	2.02	3.28	2.28	0	3.5	0.98	4.96	1.93
window_14845	6.89	1.37	1.66	1.29	0.02	2.13	1.4	6.93	2.18
window_14861	2.29	5.73	28.04	34.16	0.08	57.22	7.61	6.57	48.07
window_14878	0	0	0	0	1.89	0	3.69	0	0.18
window_14883	0	0.3	0.41	0.27	1.91	0.08	30.7	0.04	0.73
window_14888	12.39	7.44	13.54	2.56	0.07	7.8	3.19	17.06	6.95
window_14889	5.26	1.42	7.26	1.66	0.48	0.84	2.58	10.27	1.55
window_14944	0	0	8.42	1.71	0	0.88	0	0	0.37
window_14987	1.88	1.91	5.02	1.32	0.04	2.1	1.26	4.47	1.95
window_14988	32.08	8.39	27.03	3.17	0.04	3.28	1.83	19.67	5.17
window_14993	9.56	9.91	17.4	7.15	0.07	13.73	2.83	10.88	6.65
window_14994	10.88	16.02	14.86	6.88	0.04	7	2.65	9.97	12.53
window_14995	10.88	16.02	14.86	6.88	0.04	7	2.65	9.97	12.53
window_14997	11.33	5.2	11.01	6.07	0.27	7.43	5.44	14.71	8.72
window_15046	7.67	3.6	8.89	6.11	0.07	5.74	3.81	11.44	5.82
window_15053	10.29	8.09	6.81	0.12	0.02	0.11	0.27	7.22	0.34
window_15055	1.78	0.84	18.21	1.52	0.02	9.38	2.4	3.93	1.51
window_15088	1.94	0.92	3.78	0.64	52.01	2.16	3.41	4.53	1.08
window_15095	4.45	3.07	4.59	4.05	0.23	1.99	2.92	4.1	5.8
window_15097	0.42	2.99	7.86	2.79	0.06	1.36	0.55	3.74	2.57
window_15103	5.32	0.55	0.31	3.17	0.03	2.51	0.7	7.38	0.34
window_15104	0.19	0.88	0.43	0.68	0	0.99	2.68	0.06	0.37
window_15105	0.19	0.88	0.43	0.68	0	0.99	2.68	0.06	0.37
window_15106	0.19	0.88	0.43	0.68	0	0.99	2.68	0.06	0.37
window_15110	273.48	795.45	134.72	648.83	0.58	152.41	144.1	64.66	475.27
window_15158	3.19	1.58	1.89	3.66	9.25	6.04	3.04	3.44	2.01
window_15185	243.98	0.99	3.02	0.68	0.06	42.06	1.24	6.8	1.42
window_15190	0.19	0.05	2.25	1.3	0.01	0.37	0.03	0.65	0.11
window_15208	2.85	9.2	2.89	12.58	0.01	4.63	3.36	4.37	5.07
window_15213	2.94	2.1	2.72	2.2	0.04	3.71	1.06	5.28	1.38
window_15214	14.56	3.1	20.09	4.45	0.07	9.58	2.04	16.28	4.47
window_15283	0.26	0.57	2.42	0.69	0.06	3.82	0.29	0.5	0.31
window_15292	0	0.08	0	0.22	3.22	0	8.78	0.2	0.43
window_15361	46.4	20.655	21.205	12.325	0.025	22.08	17.88	48.015	17.065
window_15400	4.97	4.79	13.34	1.7	0.02	3.85	2.36	14.94	4.97
window_15402	0.05	0	0.01	0	0.03	0.17	0.13	0.53	0.05
window_15403	4.13	0.55	2.9	0.99	0.02	4.92	0.94	12.09	1.09
window_15428	40.98	63.96	46.43	30.97	0.11	15.71	3.25	19.97	19.62
window_15434	0	0	0	0	0.01	0.02	1.15	0.04	0.05
window_15459	0.8	0.44	1	0	0.81	0.75	0.38	1.64	0.41
window_15473	1.66	0.79	3.63	1.86	0.07	3.87	7.95	5.3	0.64
window_15477	5.645	1.27	4.53	1.43	0.01	1.365	0.895	11.12	0.85
window_15501	2.59	1.57	3.07	0.54	0.04	1	0.24	4.08	0.59
window_15502	5.36	2.88	6.96	2.39	0.17	3.1	2.67	7.82	3.01
window_15503	5.36	2.88	6.96	2.39	0.17	3.1	2.67	7.82	3.01
window_15516	0.32	1.99	7.92	1.66	0.03	0.38	1.66	0.05	2.66
window_15517	0.32	1.99	7.92	1.66	0.03	0.38	1.66	0.05	2.66
window_15562	8.49	4.77	18.25	5.54	0.05	4.1	2.56	22.89	5.77
window_15569	0.06	0	0.38	0	0	0	0.05	0.01	0.01
window_15581	0.37	1.68	0.24	0.9	0	9.47	0.43	6.66	0.16
window_15605	3.44	0.36	0.31	0.97	0	0.36	0.28	2.42	0.88
window_15606	3.44	0.36	0.31	0.97	0	0.36	0.28	2.42	0.88
window_15608	10.27	8.87	2.59	21.66	0	6.9	0.07	1.35	14.37
window_15672	0.71	7.92	21.01	30.25	0.02	1.79	0.59	0.43	8.31
window_15686	146.82	75.84	140.38	61.48	0.96	30.43	23.99	74.52	68.22
window_15705	1.42	1.39	20.05	9.18	0.01	4.36	1.9	4.45	12.31
window_15707	232.1	74.74	254.11	142.1	0.52	123.42	40.6	361.78	149.5
window_15711	0.09	0	0.01	14.41	0	277.38	0	0.02	0.03
window_15713	0.21	0	0.05	3.98	0	108.66	1.45	0.03	0
window_15717	2.81	2.49	3.81	1.59	0.04	1.58	0.69	5.23	2.19
window_15718	2.81	2.49	3.81	1.59	0.04	1.58	0.69	5.23	2.19
window_15720	39.78	18.36	41.42	46.55	0.76	32.45	20.64	105.75	23.12
window_15749	0.36	0	0.04	0	0.01	0	0	0.45	0
window_15824	10.68	3.11	10.4	1.58	0.17	4.46	2.35	11.43	4.98
window_15826	1.81	3.25	6.31	3.11	0.06	0.52	0.47	6.5	2.57
window_15827	2.37	3.395	4.96	3.015	0.05	2.16	0.775	7.29	3.2
window_15828	2.93	3.54	3.61	2.92	0.04	3.8	1.08	8.08	3.83
window_15847	3.36	3.64	6.58	2.36	0.63	0.98	11.59	5.14	2.66
window_15848	11.84	5.22	14.01	1.88	0.04	1.51	1.16	7.08	6.39
window_15865	0	0.06	0.5	0.66	0	1.12	0.14	4.51	0.3
window_15880	5.18	1.18	6.92	1.84	0.01	6.65	1.8	7.57	3.41
window_16076	16.93	15.86	35.26	14.32	0.26	32.68	3.85	13.64	24.47
window_16081	16.59	3.42	6.3	0.74	0.06	0.41	0.64	7.64	1.34
window_16107	44.08	136.1	58.28	207.36	0.06	40.85	109	37.43	79.86
window_16127	42.25	13.9	37.32	18.46	0.11	18.56	17.36	99.85	13.48
window_16134	10.64	0.43	0.16	0.47	0	0.14	0	0.59	3.61
window_16137	0.98	0.06	0.24	3.02	0	1.48	0.15	0.97	2.24
window_16143	2.52	0	0.13	0.12	0.01	0.07	0.19	2.93	0.2
window_16145	0.09	0	0.05	0	1.95	1.26	18.31	0.09	2.26
window_16205	1.85	1.03	3.17	0.16	0.04	0.05	3.81	2.73	2.44
window_16214	0.33	0.165	0.53	0.33	0.2	0.41	0.055	1.585	0.25
window_16252	13.55	35.54	21.91	49.9	0.02	11.68	8.37	9.21	18.15
window_16254	19.3	2.04	14.81	5.48	0.2	9.86	2.53	14.22	12.18
window_16258	0.55	0.08	1.01	0	0.05	0.5	0.16	0.9	0.15
window_16259	0	0	0	0	0	0	0	0.01	0.97
window_16310	8.21	2.23	0.05	5.91	0.02	0.12	1.42	4.01	0.82
window_16380	71.47	43.47	153.23	43.3	2748.08	26.56	90.08	91.7	59.67
window_16389	0.84	1.01	0.95	0.63	0.04	0.3	0.33	1.79	0.47
window_16391	1.63	0.41	1.87	1.25	0.39	0.32	0.92	3.82	0.51
window_16392	0.42	0.15	0.06	0	0.01	0.55	0.14	0.35	0.04
window_16398	19.75	4.13	6.75	2.05	0.9	1.43	3.31	21.73	4.14
window_16447	13.43	0	0.1	1.53	0.01	3.14	0.56	10.72	0.59
window_16453	37.13	8.11	11.94	7.91	0.04	6.45	7.67	99.99	12.59
window_16490	5.76	4.01	5.38	3.12	0.06	7.97	1.81	12.22	4.72
window_16491	5.76	4.01	5.38	3.12	0.06	7.97	1.81	12.22	4.72
window_16503	2.49	2.53	1.97	1.42	1.15	4.24	1.5	3.12	1.79
window_16504	2.49	2.53	1.97	1.42	1.15	4.24	1.5	3.12	1.79
window_16528	0.95	0.23	1.28	0.52	0.08	1.19	0.46	1.59	7.94
window_16529	0.95	0.23	1.28	0.52	0.08	1.19	0.46	1.59	7.94
window_16530	6.07	13	14.99	7.82	0.08	3.14	8.62	20.7	2.96
window_16531	6.07	13	14.99	7.82	0.08	3.14	8.62	20.7	2.96
window_16568	0.23	0.82	0.88	0.43	0	0.42	0.46	0.11	0.27
window_16623	0.05	0.08	0.21	0	1.26	0.26	0.1	0.22	0.08
window_16630	0	0	0	0	1.04	0	0.07	0	0
window_16683	97.03	47.42	21.54	74.03	0.03	13.91	12.35	59.04	70.16
window_16691	312.06	585.98	143.72	517.71	3.58	105.24	283.26	211.5	372.54
window_16705	208.83	109.27	162.16	283.06	0.95	274.8	60.34	138.56	137.57
